title,author,date,views,likes,link
A global pandemic calls for global solutions,Larry Brilliant,April 2020,2200000,68000,https://ted.com/talks/larry_brilliant_a_global_pandemic_calls_for_global_solutions
What happens if you cut down all of a city's trees?,Stefan Al,April 2020,1600000,50000,https://ted.com/talks/stefan_al_what_happens_if_you_cut_down_all_of_a_city_s_trees
The benefits of expressing your emotions (constructively),Artūrs Miksons,November 2018,278000,8300,https://ted.com/talks/arturs_miksons_the_benefits_of_expressing_your_emotions_constructively
The wildly complex anatomy of a sneaker,Angel Chang,April 2020,526000,15000,https://ted.com/talks/angel_chang_the_wildly_complex_anatomy_of_a_sneaker
How to shift your mindset and choose your future,Tom Rivett-Carnac,April 2020,2800000,86000,https://ted.com/talks/tom_rivett_carnac_how_to_shift_your_mindset_and_choose_your_future
An ode to living on Earth,Oliver Jeffers,April 2020,2200000,66000,https://ted.com/talks/oliver_jeffers_an_ode_to_living_on_earth
What's missing from the American immigrant narrative,Elizabeth Camarillo Gutierrez,February 2020,2000000,60000,https://ted.com/talks/elizabeth_camarillo_gutierrez_what_s_missing_from_the_american_immigrant_narrative
An evolutionary perspective on human health and disease,Lara Durgavich,March 2019,2000000,62000,https://ted.com/talks/lara_durgavich_an_evolutionary_perspective_on_human_health_and_disease
What's the point(e) of ballet?,Ming Luke,April 2020,364000,10000,https://ted.com/talks/ming_luke_what_s_the_point_e_of_ballet
"Spectacular, glorious, musical wizardry",Jacob Collier,April 2020,547000,16000,https://ted.com/talks/jacob_collier_spectacular_glorious_musical_wizardry
"How to co-parent as allies, not adversaries",Ebony Roberts and Shaka Senghor,November 2019,2100000,65000,https://ted.com/talks/ebony_roberts_and_shaka_senghor_how_to_co_parent_as_allies_not_adversaries
How to use creative writing to bear witness,Sakinah Hofler,February 2020,56000,1600,https://ted.com/talks/sakinah_hofler_how_to_use_creative_writing_to_bear_witness
"The Gauntlet | Think Like A Coder, Ep 8",Alex Rosenthal,April 2020,424000,12000,https://ted.com/talks/alex_rosenthal_the_gauntlet_think_like_a_coder_ep_8
"How to find ""flow"" (and lose yourself in it)",Diane Allen,November 2019,101000,3000,https://ted.com/talks/diane_allen_how_to_find_flow_and_lose_yourself_in_it
First step to collaboration? Don't be so defensive!,Jim Tamm,April 2015,588000,17000,https://ted.com/talks/jim_tamm_first_step_to_collaboration_don_t_be_so_defensive
Racism has a cost for everyone,Heather C. McGhee,December 2019,2400000,74000,https://ted.com/talks/heather_c_mcghee_racism_has_a_cost_for_everyone
"How to spark your curiosity, scientifically",Nadya Mason,November 2019,478000,14000,https://ted.com/talks/nadya_mason_how_to_spark_your_curiosity_scientifically
The bug that poops candy,George Zaidan,April 2020,3400000,102000,https://ted.com/talks/george_zaidan_the_bug_that_poops_candy
The hidden life of Rosa Parks,Riché D. Richardson,April 2020,490000,14000,https://ted.com/talks/riche_d_richardson_the_hidden_life_of_rosa_parks
"The wonders of the molecular world, animated",Janet Iwasa,April 2019,460000,13000,https://ted.com/talks/janet_iwasa_the_wonders_of_the_molecular_world_animated
The galactic recipe for a living planet,Karin Öberg,November 2019,442000,13000,https://ted.com/talks/karin_oberg_the_galactic_recipe_for_a_living_planet
How the coronavirus pandemic is changing the world,Fareed Zakaria,April 2020,1000000,30000,https://ted.com/talks/fareed_zakaria_how_the_coronavirus_pandemic_is_changing_the_world
How the coronavirus is impacting India — and what needs to happen next,Gayathri Vasudevan,April 2020,251000,7500,https://ted.com/talks/gayathri_vasudevan_how_the_coronavirus_is_impacting_india_and_what_needs_to_happen_next
Investing in health care workers strengthens communities,Raj Panjabi,September 2019,7400,223,https://ted.com/talks/raj_panjabi_investing_in_health_care_workers_strengthens_communities
What coronavirus means for the global economy,Ray Dalio,April 2020,2300000,70000,https://ted.com/talks/ray_dalio_what_coronavirus_means_for_the_global_economy
How does alcohol make you drunk?,Judy Grisel,April 2020,7400000,224000,https://ted.com/talks/judy_grisel_how_does_alcohol_make_you_drunk
A global hackathon to take on the coronavirus pandemic,Marko Russiver,April 2020,258000,7700,https://ted.com/talks/marko_russiver_a_global_hackathon_to_take_on_the_coronavirus_pandemic
How understanding divorce can help your marriage,Jeannie Suk Gersen,December 2019,2900000,87000,https://ted.com/talks/jeannie_suk_gersen_how_understanding_divorce_can_help_your_marriage
How health workers are responding to the COVID-19 pandemic,Esther Choo,April 2020,339000,10000,https://ted.com/talks/esther_choo_how_health_workers_are_responding_to_the_covid_19_pandemic
A history of Indigenous languages — and how to revitalize them,Lindsay Morcom,February 2019,2000000,61000,https://ted.com/talks/lindsay_morcom_a_history_of_indigenous_languages_and_how_to_revitalize_them
How the Monkey King escaped the underworld,Shunan Teng,April 2020,1500000,45000,https://ted.com/talks/shunan_teng_how_the_monkey_king_escaped_the_underworld
An ethical plan for ending the pandemic and restarting the economy,Danielle Allen,April 2020,2100000,65000,https://ted.com/talks/danielle_allen_an_ethical_plan_for_ending_the_pandemic_and_restarting_the_economy
The art forger who tricked the Nazis,Noah Charney,April 2020,1500000,45000,https://ted.com/talks/noah_charney_the_art_forger_who_tricked_the_nazis
"In uncertain times, think like a mother",Yifat Susskind,December 2019,2100000,65000,https://ted.com/talks/yifat_susskind_in_uncertain_times_think_like_a_mother
The intangible effects of walls,Alexandra Auer,February 2019,2100000,63000,https://ted.com/talks/alexandra_auer_the_intangible_effects_of_walls_apr_2020
It's OK to feel overwhelmed. Here's what to do next,Elizabeth Gilbert,April 2020,2900000,87000,https://ted.com/talks/elizabeth_gilbert_it_s_ok_to_feel_overwhelmed_here_s_what_to_do_next
"""Accept Who I Am""", Butterscotch,December 2019,31000,933,https://ted.com/talks/butterscotch_accept_who_i_am
What it's really like to have autism,Ethan Lisi,February 2020,1900000,58000,https://ted.com/talks/ethan_lisi_what_it_s_really_like_to_have_autism
Can you solve the sea monster riddle?,Daniel Finkel,April 2020,2200000,66000,https://ted.com/talks/daniel_finkel_can_you_solve_the_sea_monster_riddle
Why sleep matters now more than ever,Matt Walker,April 2020,2400000,74000,https://ted.com/talks/matt_walker_why_sleep_matters_now_more_than_ever
"How to make pandemics optional, not inevitable",Sonia Shah,March 2020,343000,10000,https://ted.com/talks/sonia_shah_how_to_make_pandemics_optional_not_inevitable
How you can help save the monarch butterfly — and the planet,Mary Ellen Hannibal,December 2019,1100000,33000,https://ted.com/talks/mary_ellen_hannibal_how_you_can_help_save_the_monarch_butterfly_and_the_planet
History vs. Sigmund Freud,Todd Dufresne,March 2020,1500000,47000,https://ted.com/talks/todd_dufresne_history_vs_sigmund_freud
How we can navigate the coronavirus pandemic with courage and hope,Rabbi Lord Jonathan Sacks,March 2020,354000,10000,https://ted.com/talks/rabbi_lord_jonathan_sacks_how_we_can_navigate_the_coronavirus_pandemic_with_courage_and_hope
How forgiveness can create a more just legal system,Martha Minow,December 2019,1900000,59000,https://ted.com/talks/martha_minow_how_forgiveness_can_create_a_more_just_legal_system
How to create meaningful connections while apart,Priya Parker,March 2020,355000,10000,https://ted.com/talks/priya_parker_how_to_create_meaningful_connections_while_apart
How the world's longest underwater tunnel was built,Alex Gendler,March 2020,2800000,85000,https://ted.com/talks/alex_gendler_how_the_world_s_longest_underwater_tunnel_was_built
Et si la bière était féminine ? | Elisabeth Pierre | TEDxToulouse,Elisabeth Pierre,May 2014,4600,139,https://ted.com/talks/elisabeth_pierre_l_histoire_inedite_des_femmes_a_l_origine_de_la_biere
The overlooked legacy of Hollywood's first female directors,Alicia Malone,May 2017,31000,951,https://ted.com/talks/alicia_malone_the_overlooked_legacy_of_hollywood_s_first_female_directors
The pioneering women who helped create modern computing,Kathy Kleiman,November 2017,15000,473,https://ted.com/talks/kathy_kleiman_the_pioneering_women_who_helped_create_modern_computing
The quest for the coronavirus vaccine,Seth Berkley,March 2020,635000,19000,https://ted.com/talks/seth_berkley_the_quest_for_the_coronavirus_vaccine
Indigenous knowledge meets science to take on climate change,Hindou Oumarou Ibrahim,December 2019,1200000,37000,https://ted.com/talks/hindou_oumarou_ibrahim_indigenous_knowledge_meets_science_to_take_on_climate_change
What the world can learn from China's response to the coronavirus,Gary Liu,March 2020,2400000,73000,https://ted.com/talks/gary_liu_what_the_world_can_learn_from_china_s_response_to_the_coronavirus
What is schizophrenia?,Anees Bahji,March 2020,7000000,212000,https://ted.com/talks/anees_bahji_what_is_schizophrenia
2 questions to uncover your passion — and turn it into a career,Noeline Kirabo,December 2019,3000000,91000,https://ted.com/talks/noeline_kirabo_2_questions_to_uncover_your_passion_and_turn_it_into_a_career
How we must respond to the coronavirus pandemic,Bill Gates,March 2020,8600000,259000,https://ted.com/talks/bill_gates_how_we_must_respond_to_the_coronavirus_pandemic
"Simple, effective tech to connect communities in crisis",Johanna Figueira,February 2020,2000000,60000,https://ted.com/talks/johanna_figueira_simple_effective_tech_to_connect_communities_in_crisis
Why isn't the Netherlands underwater?,Stefan Al,March 2020,3400000,102000,https://ted.com/talks/stefan_al_why_isn_t_the_netherlands_underwater
A camera that can see around corners,David Lindell,November 2019,364000,10000,https://ted.com/talks/david_lindell_a_camera_that_can_see_around_corners
How to be your best self in times of crisis,Susan David,March 2020,2800000,84000,https://ted.com/talks/susan_david_how_to_be_your_best_self_in_times_of_crisis
Who was the world's first author?,Soraya Field Fiorio,March 2020,665000,19000,https://ted.com/talks/soraya_field_fiorio_who_was_the_world_s_first_author
"The weird history of the ""sex chromosomes""",Molly Webster,November 2019,1500000,47000,https://ted.com/talks/molly_webster_the_weird_history_of_the_sex_chromosomes
"Go ahead, dream about the future",Charlie Jane Anders,December 2019,2300000,71000,https://ted.com/talks/charlie_jane_anders_go_ahead_dream_about_the_future
The imaginary king who changed the real world,Matteo Salvadore,March 2020,1100000,35000,https://ted.com/talks/matteo_salvadore_the_imaginary_king_who_changed_the_real_world
How repaying loans with social service transforms communities,Angie Murimirwa,December 2019,1800000,55000,https://ted.com/talks/angie_murimirwa_how_repaying_loans_with_social_service_transforms_communities
"Without farmers, you'd be hungry, naked and sober",Eric Sannerud,October 2018,2100000,63000,https://ted.com/talks/eric_sannerud_without_farmers_you_d_be_hungry_naked_and_sober_apr_2020
Are you an ideal team player?,Patrick Lencioni,February 2020,461000,13000,https://ted.com/talks/patrick_lencioni_are_you_an_ideal_team_player
How one scientist took on the chemical industry,Mark Lytle,March 2020,348000,10000,https://ted.com/talks/mark_lytle_how_one_scientist_took_on_the_chemical_industry
A fascinating time capsule of human feelings toward AI,Lucy Farey-Jones,April 2019,1900000,59000,https://ted.com/talks/lucy_farey_jones_a_fascinating_time_capsule_of_human_feelings_toward_ai
Why COVID-19 is hitting us now — and how to prepare for the next outbreak,Alanna Shaikh,March 2020,3600000,108000,https://ted.com/talks/alanna_shaikh_why_covid_19_is_hitting_us_now_and_how_to_prepare_for_the_next_outbreak
How can we control the coronavirus pandemic?,Adam Kucharski,March 2020,1000000,30000,https://ted.com/talks/adam_kucharski_how_can_we_control_the_coronavirus_pandemic
How can we solve the antibiotic resistance crisis?,Gerry Wright,March 2020,919000,27000,https://ted.com/talks/gerry_wright_how_can_we_solve_the_antibiotic_resistance_crisis
A campaign for period positivity,Ananya Grover,February 2020,1800000,54000,https://ted.com/talks/ananya_grover_a_campaign_for_period_positivity
How we could change the planet's climate future,David Wallace-Wells,September 2019,2200000,68000,https://ted.com/talks/david_wallace_wells_how_we_could_change_the_planet_s_climate_future
"The beautiful, mysterious science of how you hear",Jim Hudspeth,November 2019,446000,13000,https://ted.com/talks/jim_hudspeth_the_beautiful_mysterious_science_of_how_you_hear
¿Cuándo te importa mi silla de ruedas?,Rosario Perazolo Masjoan,November 2016,71000,2100,https://ted.com/talks/rosario_perazolo_masjoan_cuando_te_importa_mi_silla_de_ruedas
The tale of the doctor who defied Death,Iseult Gillespie,March 2020,6400000,193000,https://ted.com/talks/iseult_gillespie_the_tale_of_the_doctor_who_defied_death
Why it's so hard to talk about the N-word,Elizabeth Stordeur Pryor,December 2019,2200000,66000,https://ted.com/talks/elizabeth_stordeur_pryor_why_it_s_so_hard_to_talk_about_the_n_word
The dangers of a noisy ocean — and how we can quiet it down,Nicola Jones,July 2019,1500000,45000,https://ted.com/talks/nicola_jones_the_dangers_of_a_noisy_ocean_and_how_we_can_quiet_it_down
The meaning of life according to Simone de Beauvoir,Iseult Gillespie,March 2020,1300000,41000,https://ted.com/talks/iseult_gillespie_the_meaning_of_life_according_to_simone_de_beauvoir
The real reason you procrastinate,WorkLife with Adam Grant,March 2020,2600000,80000,https://ted.com/talks/worklife_with_adam_grant_the_real_reason_you_procrastinate
How menopause affects the brain,Lisa Mosconi,December 2019,3600000,108000,https://ted.com/talks/lisa_mosconi_how_menopause_affects_the_brain
What happens when a Silicon Valley technologist works for the government,Matt Cutts,April 2019,1400000,44000,https://ted.com/talks/matt_cutts_what_happens_when_a_silicon_valley_technologist_works_for_the_government
"What's a squillo, and why do opera singers need it?",Ming Luke,March 2020,478000,14000,https://ted.com/talks/ming_luke_what_s_a_squillo_and_why_do_opera_singers_need_it
